company_name,geocoded_street_address,geocoded_city_address,st_asgeojson,geocoded_zip
"Andrew Frank, DDS Family & Cosmetic Dentistry",8920 Wilshire Blvd,"Beverly Hills, CA 90211","{""type"":""Point"",""coordinates"":[-118.386476833540002,34.066948357020898]}",90004
Lotus Center for Integrative Medicine,,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
Beauty in Motion Studio,1050 E Las Tunas DR,"San Gabriel, CA","{""type"":""Point"",""coordinates"":[-118.084601458281,34.103344068038297]}",90004
H and H Builders,,,"{""type"":""Point"",""coordinates"":[-118.656723,34.134740999999998]}",90004
Aero Shades,,,"{""type"":""Point"",""coordinates"":[-118.261790423017004,34.0952538848505]}",90039
George Haney & Son,,,"{""type"":""Point"",""coordinates"":[-118.261790423017004,34.0952538848505]}",90039
"",,,"{""type"":""Point"",""coordinates"":[-118.262692000000015,34.079312999999999]}",90026
Parker Resnick,,,"{""type"":""Point"",""coordinates"":[-118.438709918485017,33.990961355780797]}",90066
Alpha Structural,,,"{""type"":""Point"",""coordinates"":[-118.310715038508988,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038508988,34.076258599105401]}",90004
C W Howe,,,"{""type"":""Point"",""coordinates"":[-118.456952084826014,33.999832745597303]}",90291
"",,,"{""type"":""Point"",""coordinates"":[-118.260058796008991,34.111842201112999]}",90039
"",,,"{""type"":""Point"",""coordinates"":[-118.37921190649098,34.062492751402203]}",90035
"",,,"{""type"":""Point"",""coordinates"":[-118.37921190649098,34.062492751402203]}",90035
"",,,"{""type"":""Point"",""coordinates"":[-118.383158299847992,34.064944395346501]}",90211
Stromen Tutoring,,,"{""type"":""Point"",""coordinates"":[-118.27773062992901,34.101367231745897]}",90027
kidzkicks,,,"{""type"":""Point"",""coordinates"":[-118.505617477952001,34.291250406137998]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.260058796009005,34.1118422011129]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.491937685785999,34.088039694838997]}",90004
Detail Painting,"","Glendale, CA 90039","{""type"":""Point"",""coordinates"":[-118.260058796009005,34.111842201112999]}",90004
